"","#wt","#mut","pvalue","is_significant","tcga_pvalue","tcga_tumor_vs_normal"
"TESK1",10,0,0.844610859886107,"no",5.73300599615112e-06,"up"
"RASEF",10,0,0.844967987171934,"no",0.000703874612234044,"down"
"MIB1",10,0,0.845101245672028,"no",9.37115176482325e-15,"up"
"WDR44",10,0,0.845436638715527,"no",0.00435422319873045,"up"
"DMTF1",9,1,0.845828355588992,"no",9.58191561710257e-20,"up"
"ITIH1",10,0,0.846173750345871,"no",0.550787168993775,"down"
"RAB27B",9,1,0.846897097958122,"no",0.00025000138358027,"down"
"KIF18B",10,0,0.847058934410929,"no",1.693862071417e-51,"up"
"TBL1XR1",8,2,0.847176693792693,"no",2.47816011398734e-44,"up"
"KLRG2",10,0,0.847332829263444,"no",3.26821818713338e-10,"up"
"CYP24A1",8,2,0.847488521748154,"no",0.00649341015234164,"up"
"REPS1",9,1,0.847521203617298,"no",0.0279175803709309,"up"
"SLC19A2",10,0,0.847625035124084,"no",0.0022607723030855,"down"
"ARHGAP5",10,0,0.848023890297585,"no",0.123984826123228,"down"
"AKT3",10,0,0.84865131572201,"no",3.43231005169194e-09,"up"
"UTP15",10,0,0.84977287684069,"no",0.00785892897745622,"up"
"PARP16",10,0,0.849872969557964,"no",0.0231641751287208,"up"
"MTMR9LP",10,0,0.849978409854412,"no",0.078497713328494,"up"
"EPB41L5",9,1,0.850008748810574,"no",0.92471944806725,"up"
"UBA6",8,2,0.850763489459767,"no",4.53731978626098e-14,"up"
"IQCA1",9,1,0.851015888373084,"no",0.0808282923059525,"up"
"NAT8B",10,0,0.851569630556778,"no",5.88647394280225e-06,"up"
"UBE2U",10,0,0.851656370617869,"no",0.63588958956806,"up"
"WHSC2",10,0,0.851873842728265,"no",NA,NA
"EPHA5",9,1,0.852019811294036,"no",0.0249969686132445,"down"
"ARHGAP29",8,2,0.852089993420555,"no",0.813725097582248,"up"
"GABRA5",10,0,0.852320429882544,"no",0.00232764378023028,"up"
"ARHGEF25",10,0,0.852374575657125,"no",2.16167385748653e-05,"up"
"PHB",10,0,0.852432119139477,"no",4.23244615167338e-08,"up"
"PHF21A",10,0,0.853027712854016,"no",0.000173693721935123,"up"
"SETD1B",9,1,0.85312048197686,"no",0.00901854208736297,"up"
"MXRA8",10,0,0.853207816510558,"no",2.67942207312413e-05,"up"
"NOS1",9,1,0.853505270044123,"no",0.000858083691080535,"down"
"PRDM5",10,0,0.853734255369605,"no",0.119253668198238,"down"
"MTMR3",10,0,0.853813978919201,"no",0.0105865178975051,"down"
"PPP1R14B",8,2,0.853890970565136,"no",1.3481054248868e-15,"up"
"BRS3",10,0,0.853953135127442,"no",1.68679404949662e-05,"up"
"HSPB1",10,0,0.85428437325193,"no",0.728623230356654,"up"
"METTL13",10,0,0.854572307080302,"no",1.99002562085972e-12,"up"
"PELP1",9,1,0.855064292779022,"no",1.08358343143146e-11,"up"
"LRRC8C",8,2,0.855478921290701,"no",7.62531879621755e-27,"up"
"ARHGEF4",10,0,0.855541268836196,"no",0.000584181192072168,"up"
"OTX1",9,1,0.85574561093157,"no",0.853899174373095,"up"
"PTPN12",10,0,0.85591562857267,"no",4.19446555078004e-27,"up"
"EML5",9,1,0.856171356938713,"no",5.30523952418253e-17,"up"
"RAB3B",10,0,0.856307130155007,"no",6.36983416378413e-11,"up"
"VOPP1",6,4,0.856477123910791,"no",1.80171290265658e-22,"up"
