"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","intogen_gene_role","tcga_amplification_frequency","tcga_nrSamplesInGisticData"
"EPHA2",329,5,0.0203734575384601,"no",0.0330178935063899,0.174050035225804,-0.0816889176878839,0.173239171512418,253,2,0.267031642048797,"no","CH_LoF",0.00528802880288029,8888
"NUDT1",326,29,0.020666082650895,"no",0.0275543837035137,0.124798577384419,-0.00585070205279305,0.134570161324656,242,27,0.620183639036104,"no","",0.0145139513951395,8888
"MBOAT7",344,5,0.0208516177556256,"no",-0.0247586390375524,0.166992883453948,-0.0863442826259263,0.254359579089404,259,4,0.107005747337417,"no","",0.00731323132313231,8888
"FOXK1",296,31,0.0208662305286312,"no",0.0311394198618442,0.183874069366366,-0.000228848717792244,0.212521693633588,218,29,0.128617258016303,"no","",0.0123762376237624,8888
"WRAP53",340,2,0.0208941308742417,"no",-0.0721890018378595,0.169474908061464,-0.347570575344268,0.239162910110217,261,1,NA,NA,"",0.00168766876687669,8888
"NCF1C",347,8,0.0210664976232392,"no",0.0624876330836543,0.241995966727395,0.0516049803994642,0.102930873886504,0,0,NA,NA,"",0.00798829882988299,8888
"RAB40B",329,22,0.0211569376129504,"no",0.0518980332554516,0.126273490375946,0.0389638277750909,0.10867238294186,249,16,0.149747702817932,"no","",0.0155265526552655,8888
"STAG3L2",347,7,0.0215123458880269,"no",0.0362116366722536,0.185872689487495,-0.0926115956102528,0.0449898459532358,0,0,NA,NA,"",0.00832583258325833,8888
"ECHDC1",339,5,0.0220385053141771,"no",-0.0219160733300351,0.148319428320394,-0.0576523781806995,0.207098267201709,257,3,0.367896742063496,"no","",0.00472547254725473,8888
"FKBP1B",351,5,0.0222372941855787,"no",-0.027670804321888,0.166919956698566,-0.0591093864672815,0.132222813911303,264,4,0.566296286816525,"no","",0.00461296129612961,8888
"PKD1L2",344,8,0.0226400579296467,"no",-0.183197694866776,0.212241389603605,-0.332802091504607,0.123379960837114,0,0,NA,NA,"",0.00191269126912691,8888
"WHSC1L1",317,13,0.0226737648984528,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0442169216921692,8888
"KCTD8",336,4,0.0229258366430041,"no",-0.00398674166179505,0.138697561087263,-0.0129007733612139,0.287945161026947,252,4,0.120623918326465,"no","",0.00303780378037804,8888
"WASL",332,17,0.0230265416755024,"no",-0.119647634741271,0.162285959351859,-0.206501951094043,0.149423443682003,249,14,0.189196599856884,"no","",0.00821332133213321,8888
"ANKRD28",344,4,0.02310554221874,"no",-0.109538095761048,0.179040205989341,-0.147503933301852,0.056354370167891,261,3,0.617965293313187,"no","",0.00641314131413141,8888
"TCF7",352,4,0.0232783785195655,"no",-0.178513347242699,0.247332459424068,-0.256976166712134,0.237953773846653,264,3,0.580938968719596,"no","",0.00495049504950495,8888
"TSSK1B",332,6,0.0235972643947465,"no",0.0202375840935689,0.159304088860749,-0.0329178422159585,0.135957406801203,258,4,0.58670601327436,"no","",0.00292529252925293,8888
"TAOK3",337,4,0.0236019033203731,"no",-0.00148412410938899,0.238682996195978,-0.027357652091758,0.0469342436108,256,2,0.803060998192081,"no","",0.0045004500450045,8888
"DUSP15",327,25,0.0238428601363492,"no",-0.00393221807660447,0.161779853146011,-0.0311285885228446,0.10869150040558,248,20,0.128852471575723,"no","",0.0227272727272727,8888
"SCMH1",347,4,0.0239359670085952,"no",-0.00233722882626233,0.156301697363377,-0.0957206064262515,0.154806671939822,259,4,0.180239512047933,"no","",0.0153015301530153,8888
"CORO2B",344,6,0.0240597844950981,"no",-0.0723226675681603,0.182932651860405,-0.0923701729305463,0.107687177634044,260,5,0.0883168291698692,"no","",0.00326282628262826,8888
"FUK",323,8,0.0241776243044484,"no",-0.0579001900162343,0.211953408455859,-0.156374946288175,0.285549485770966,249,5,0.186475430787951,"no","",0.0036003600360036,8888
"PTPN14",320,11,0.024471387115015,"no",0.0304328477615216,0.169657964398579,-0.0714529802930969,0.165637085229752,242,11,0.603052942701731,"no","SBCC_LoF",0.0213771377137714,8888
"CCDC144C",342,12,0.0245324963059884,"no",NA,NA,NA,NA,0,0,NA,NA,"",NA,0
"TDRD5",325,12,0.0245681138459078,"no",-0.0349025099635711,0.177719296410032,-0.0638556096407649,0.287239479491953,245,11,0.36770267699166,"no","",0.0238523852385239,8888
"DKK4",340,11,0.0251336411361753,"no",-0.0308281187344754,0.189691482762863,-0.0831234579685955,0.133935293458709,257,9,0.373356913646785,"no","",0.0311656165616562,8888
"KCNA3",319,12,0.0252309718265674,"no",-0.0546192562316964,0.144974897848966,-0.10691055811149,0.122193226801371,242,11,0.521411304439397,"no","",0.00348784878487849,8888
"VTCN1",333,18,0.0252436988534795,"no",0.0795106102685579,0.231048574360521,0.105446570655523,0.280216848307889,245,17,0.505388010665689,"no","",0.00765076507650765,8888
"MCL1",319,34,0.0253625887165869,"no",0.17248962662509,0.366974049127835,-0.0955918938979962,0.533123608926211,240,27,0.47708230365486,"no","",0.0463546354635464,8888
"MCM8",330,11,0.0254570815350892,"no",-0.0881041313448272,0.194029099083924,-0.139799044100684,0.108006104476447,249,11,0.541336663885044,"no","",0.00731323132313231,8888
"FARP2",325,5,0.0256453785668522,"no",-0.0144541835684821,0.202254533468479,-0.152317257423275,0.02737187955654,241,5,0.559933509880086,"no","",0.00337533753375338,8888
"ASPN",337,10,0.0256972889585897,"no",-0.0391864579980691,0.196672939271245,-0.101580652445569,0.195248712535828,0,0,NA,NA,"",0.0036003600360036,8888
"ITGB1",334,5,0.0257442299804742,"no",-0.0153552880334143,0.200278897758311,-0.0877413870631899,0.0390460566903389,253,5,0.375352575860439,"no","",0.00675067506750675,8888
"TFDP2",335,15,0.0257556612984915,"no",0.00648143904534827,0.16499647588467,0.0120493698999495,0.106379799487531,252,12,0.266396121725941,"no","",0.0203645364536454,8888
"BHMT",343,4,0.0258288782940815,"no",-0.0010037039326639,0.154527205763186,0.0941549949077809,0.170573414291739,263,3,0.204788550355438,"no","",0.000675067506750675,8888
"SATB2",340,3,0.0258317483422799,"no",0.0278823441623227,0.16126195128602,-0.0570902403741001,0.360633252479768,257,3,0.314614090538322,"no","",0.00596309630963096,8888
"MFSD2A",350,4,0.0262276414883831,"no",0.0685069094890773,0.143861864674328,0.0218557096610353,0.0720524416377517,261,4,0.0264147401553887,"no","",0.0165391539153915,8888
"MEOX2",308,42,0.0262644840855436,"no",0.0108780887794067,0.145151787374994,0.015967124490361,0.182767914400615,228,36,0.638112080598547,"no","",0.0123762376237624,8888
"ARHGAP18",339,4,0.0263298288327298,"no",-0.0288641412995055,0.19915958730926,-0.199003970695326,0.1196050178176,257,2,0.255698608472582,"no","",0.00517551755175518,8888
"AGAP2",320,14,0.0264136029675535,"no",-0.0591796842982415,0.160654307967667,-0.0788450533936298,0.173765755982866,243,10,0.292372537256347,"no","",0.0267776777677768,8888
"ATAD3B",323,11,0.027394296331012,"no",-0.248897640597467,0.303586528367471,-0.454060906753042,0.476600509058107,248,7,0.721228869759317,"no","",0.0063006300630063,8888
"OPN5",347,3,0.0274255550290447,"no",-0.0112590153144702,0.240247072489313,-0.131107151902681,0.0660929703598623,262,2,0.317018062710892,"no","",0.0123762376237624,8888
"THBS2",319,3,0.0277596623586944,"no",0.0866856339888026,0.150660698398645,-0.0654301991892507,0.0398804211661688,244,2,0.102004731484152,"no","",0.00371287128712871,8888
"MICB",330,15,0.0278675188359674,"no",-0.00912117947869851,0.204312560181691,-0.129456851262654,0.243556880372532,253,11,0.525133759743029,"no","",0.011026102610261,8888
"KLHL28",341,9,0.0279439579350953,"no",0.0182743153576234,0.147222613341533,-0.00710357964381884,0.192129160673088,259,6,0.765526021739679,"no","",0.00427542754275428,8888
"ADRBK1",327,27,0.0284215375193988,"no",NA,NA,NA,NA,0,0,NA,NA,"",0.0219396939693969,8888
"POLE",310,6,0.0284630195594464,"no",-0.56001852069507,0.407964791536999,-0.620882178167671,0.318038509645498,228,7,0.491328296074774,"no","CESC_ambiguous,SBCC_ambiguous,UCEC_ambiguous",0.00461296129612961,8888
"MAPK6",339,6,0.0286910676964094,"no",-0.0381598153165193,0.155742794865687,-0.110298958780748,0.0733022342684305,254,6,0.585955879220172,"no","",0.0027002700270027,8888
"ASB15",322,17,0.0287195566942233,"no",-0.321592121149121,0.301150048914194,-0.385384832129327,0.364522681396567,243,14,0.526923179508472,"no","",0.00787578757875788,8888
"RBBP5",340,12,0.0287860074845206,"no",-0.137482069555948,0.231787146671574,-0.207353282776795,0.16259996738486,252,12,0.536943742904644,"no","",0.0282403240324032,8888
"EPB41L1",318,16,0.0287994448877942,"no",0.0340248952788933,0.164429317309409,0.055728305673642,0.171798588711196,245,13,0.192724221750323,"no","",0.0168766876687669,8888
"FCGR3B",316,35,0.0288157255337865,"no",0.0979211235556385,0.250165994048463,0.0962139548712856,0.150128360053204,236,30,0.494264194203497,"no","",0.0369036903690369,8888
"CEACAM8",342,5,0.0288502464504728,"no",0.0275445510582489,0.167940078811654,-0.0546729634371467,0.0674102903261253,262,3,0.179082824036469,"no","",0.00731323132313231,8888
"DRAP1",340,17,0.0289326112560257,"no",-0.021038494016418,0.193343517939833,-0.0658793516072679,0.177125839860932,251,17,0.279940974042275,"no","",0.00967596759675968,8888
"PLEKHG6",333,11,0.0289618937135592,"no",-0.00633644405858886,0.15872037174902,-0.0275626011779315,0.130590596363833,250,9,0.787823792806542,"no","",0.0172142214221422,8888
"MAP4K2",344,9,0.0290917784915203,"no",-0.30475539028256,0.2739502389997,-0.407934230662836,0.145208899807393,258,9,0.161522102883311,"no","",0.00472547254725473,8888
"CDKN1B",343,9,0.0293556824437821,"no",-0.0480775479300412,0.169736361394794,-0.0457770648041097,0.153763722765798,256,8,0.865045042894361,"no","BCNET_LoF,BRCA_LoF,DLBCL_LoF,HC_LoF,MM_LoF,PRAD_LoF",0.00888838883888389,8888
"LEP",339,16,0.0295332809640303,"no",-0.000329901554452753,0.178123465391974,-0.0670145576316666,0.194460756839758,254,12,0.275868630726184,"no","",0.00933843384338434,8888
"WDFY2",342,6,0.0296888269072735,"no",0.0219668705492201,0.195205125951183,-0.101462714075061,0.261353458391951,260,5,0.137420011219059,"no","",0.00348784878487849,8888
"CCR7",335,12,0.0298698777756701,"no",0.011443403000256,0.120268473193744,0.0491465783820434,0.0798918398847063,252,9,0.0295457104102266,"no","DLBCL_LoF",0.0171017101710171,8888
"TMEM128",340,4,0.0303984981074901,"no",0.00542500707301157,0.132975153298576,0.00478928977928747,0.0855240887812818,252,4,0.720362586763271,"no","",0.0045004500450045,8888
"CDC25C",346,3,0.030526031645319,"no",-0.00993946012043607,0.166239003538771,-0.0596801173117356,0.0597028987572292,262,2,0.730755486695437,"no","",0.00607560756075608,8888
"WDR91",323,19,0.030687226464368,"no",0.0866837615731143,0.158519589195109,0.0511671230257422,0.0927319999499338,248,14,0.123164309946319,"no","",0.011026102610261,8888
"LINGO1",340,5,0.0309795866372486,"no",0.0305963736746758,0.16225474748751,-0.0107359883714586,0.0293650410516206,259,3,0.173015788777735,"no","",0.00652565256525653,8888
"FANCD2",333,5,0.0309966498975984,"no",-0.0944263054178568,0.197124625301322,-0.185485312063265,0.052290566700783,253,3,0.467984723912432,"no","CM_LoF,COREAD_LoF",0.00978847884788479,8888
"UBE2V1",328,29,0.031055637001809,"no",-0.750280562301989,0.40884529333246,-0.868856841534417,0.303777634201089,253,17,0.517193748553375,"no","",0.0218271827182718,8888
"PGAP3",330,21,0.0314775121638848,"no",-0.00564264032474727,0.155511601594369,-0.018234873730295,0.0848186778182643,247,15,0.130192476335953,"no","",0.0374662466246625,8888
"RAB32",342,7,0.0316589864225713,"no",-0.0326319560157814,0.195053290102697,-0.05869982646163,0.317441015470292,258,5,0.480566200875457,"no","",0.00405040504050405,8888
"FNIP1",322,3,0.0319265572202729,"no",0.0431112382226708,0.182378903155917,0.0549114974465035,0.137046100407381,240,2,0.897214703242956,"no","",0.00607560756075608,8888
"MTMR9LP",354,2,0.0320171563407854,"no",-0.05781356845188,0.212252894629092,-0.183705433807836,0.121619051192865,0,0,NA,NA,"",0.00573807380738074,8888
"RAB18",347,3,0.0320749882377354,"no",-0.102548324747109,0.193409157500029,-0.172188772502482,0.178039062543134,262,3,0.392664209199307,"no","",0.00551305130513051,8888
"MBOAT1",335,10,0.0321018658426653,"no",-0.0555306942868318,0.177410161660554,-0.0953134745853761,0.26786014504184,258,7,0.14242875762765,"no","",0.02002700270027,8888
"ACADVL",330,2,0.0328076824105493,"no",0.0151261225483564,0.159770744967379,-0.0621647067609743,0.0546941142368377,253,1,NA,NA,"",0.00213771377137714,8888
"ATG4C",340,8,0.0328611984103284,"no",-0.0200624269669245,0.193560665822698,-0.160926240849475,0.143289869188527,255,7,0.218873986215279,"no","",0.00607560756075608,8888
"MAP2K1",347,7,0.033112556379287,"no",0.00436649506880891,0.12392360093935,-0.044848125009548,0.204698388991718,258,6,0.0555969488209956,"no","BLCA_Act,CM_Act,COREAD_Act,DLBCL_Act,LUAD_Act,NSCLC_Act",0.0027002700270027,8888
"CHRNA10",341,4,0.0332666899427989,"no",-0.0984185680792629,0.181534501988331,-0.147868544300132,0.117269452927714,258,4,0.281564094623438,"no","",0.00157515751575158,8888
"XPR1",328,14,0.0333645716428923,"no",-0.0364838040700032,0.217366877555362,-0.0583158418599535,0.287687085592106,246,13,0.650242069753412,"no","",0.0272277227722772,8888
"CD4",338,10,0.033460263544893,"no",0.0227416463437467,0.160237972360334,0.0061069983951203,0.171800315339709,257,8,0.839878014325001,"no","",0.0167641764176418,8888
"HNF4A",332,17,0.0335074974619087,"no",-0.0930809110094694,0.179469553812722,-0.132656189902244,0.120801338015925,250,12,0.184288644237349,"no","",0.0164266426642664,8888
"LOC407835",341,16,0.0339160906680669,"no",0.02694174600734,0.362852261023733,-0.0680089693289015,0.248132072606953,0,0,NA,NA,"",0.00922592259225923,8888
"KANK3",343,2,0.0341957093980563,"no",0.00111402503201893,0.159166027119005,-0.138531898409093,0.0480703727055714,263,0,NA,NA,"",0.00787578757875788,8888
"TGIF2",348,12,0.0347393549561808,"no",0.0112033624856712,0.193483558526011,-0.086623535479117,0.110937355627588,259,10,0.0432388356141119,"no","",0.0158640864086409,8888
"ZNF496",321,20,0.0347423917103331,"no",-0.000432898768182541,0.213370707145122,-0.119709821231768,0.143809018796274,240,17,0.0795276097166019,"no","",0.0299279927992799,8888
"PART1",348,3,0.034881039272096,"no",0.0279780846250405,0.289141118717174,-0.113354203659905,0.390086027074803,0,0,NA,NA,"",0.00213771377137714,8888
"GJA10",337,4,0.034984437962629,"no",-0.0768348706712576,0.230405119465242,-0.1221118734064,0.057035839841707,257,2,0.401420167201635,"no","",0.0027002700270027,8888
"GNB5",347,6,0.0350152445168298,"no",0.014269218247299,0.129303344812901,0.014878678119365,0.17178701602248,258,6,0.165206411110554,"no","",0.00315031503150315,8888
"RBM11",329,10,0.0352353265593214,"no",-0.0619808775775865,0.205700471220946,-0.204457245422869,0.166525605966286,250,9,0.316281608061552,"no","",0.00562556255625563,8888
"SP4",318,32,0.0353898202972129,"no",-0.0227352408063972,0.16393569339453,-0.00127703644617603,0.199744307107162,232,28,0.441470700614107,"no","",0.0126012601260126,8888
"MN1",319,2,0.0354161355790252,"no",0.0429481762790903,0.134878367882542,-0.0697124380429067,0.00496649904267435,241,1,NA,NA,"",0.00472547254725473,8888
"ELF1",342,4,0.035564493416845,"no",-0.045506824493011,0.164270694459741,-0.0568336668530061,0.26606211030763,257,3,0.846778994250064,"no","",0.00506300630063006,8888
"RSPO3",346,6,0.0357174118921739,"no",0.0485415033368908,0.144221274048102,-0.0454697270573143,0.0919694605021959,261,4,0.100671600448043,"no","",0.00427542754275428,8888
"PRKAG1",352,5,0.0358348881268324,"no",-0.119573838774698,0.307197525606215,-0.212598501470573,0.301657382627978,264,3,0.125465329358873,"no","",0.00348784878487849,8888
"ARNTL2",330,20,0.0358738595035952,"no",0.00307747875040385,0.209388308318124,-0.00619979287085562,0.145435394095422,251,12,0.0506400766517204,"no","",0.0205895589558956,8888
"OR2B11",323,21,0.0363683539939317,"no",0.0816482454849149,0.118732963675305,0.00361442190660337,0.127529737284135,242,17,0.227907391175027,"no","",0.0294779477947795,8888
"SLC4A7",333,2,0.0363912971979427,"no",-0.0832644277451367,0.196891902247176,-0.337815968830492,0.214320453355792,254,1,NA,NA,"",0.00371287128712871,8888
"PLEKHH1",330,5,0.0364218417852071,"no",0.0334365807665064,0.104427327659578,-0.0320187639401701,0.0984279674279493,252,4,0.196197154168181,"no","",0.00258775877587759,8888
"TRA2A",322,31,0.0364696434556899,"no",-0.0649270099918259,0.200312195889322,-0.161659466636941,0.202162796804309,241,28,0.282183655107577,"no","",0.0119261926192619,8888
"NEUROD1",344,6,0.0364918315774743,"no",0.0423164974062054,0.189879251848094,0.0568615320228084,0.0555365865806606,254,8,0.430777507370707,"no","",0.00551305130513051,8888
"KIFC2",286,54,0.0365665057281236,"no",0.0598770152833505,0.1422781473613,0.0673618656497273,0.103023258306025,214,43,0.52484242379424,"no","",0.0622187218721872,8888
"COL5A3",307,6,0.0374728976083752,"no",0.0223714662918511,0.155550043501572,-0.194870852746991,0.178719968229155,236,4,0.489122071780775,"no","",0.0123762376237624,8888
"CDK7",346,3,0.0375232439805691,"no",-0.0743220090273363,0.188525821038522,-0.0798626602811367,0.068626729998054,263,1,NA,NA,"",0.000562556255625563,8888
"NLK",339,8,0.0378198023571175,"no",0.00269779383963397,0.18975647332361,-0.0647337836579069,0.1140785761128,257,6,0.574922495852793,"no","",0.0128262826282628,8888
"ADRA2C",327,4,0.0378977486482279,"no",-0.117113797850384,0.315855604936103,-0.239104248864671,0.260578658083268,240,4,0.818717433795157,"no","",0.00416291629162916,8888
"VAT1L",331,11,0.0380926997048822,"no",0.0135309997703356,0.186867709477215,-0.0392314772247369,0.113106320153957,251,9,0.608331330331064,"no","",0.00258775877587759,8888
"KLHL2",336,6,0.0381549656454578,"no",-0.103383232055723,0.194871550168547,-0.112376482503968,0.102299158086031,257,3,0.12647278373039,"no","",0.00303780378037804,8888
"CLCN2",317,24,0.038238515348503,"no",-0.168229190034025,0.233394791415666,-0.252448603168821,0.189221858249914,243,16,0.290203339037851,"no","",0.0580558055805581,8888
"RNF182",335,11,0.0382385706644714,"no",0.00724887985018122,0.252230436472068,-0.0709098755208559,0.410905296509507,258,6,0.0299719018632002,"no","",0.0140639063906391,8888
"OR2W3",320,21,0.0383266618080466,"no",-0.0418379551819537,0.197814931220088,-0.134714345939785,0.251802734933455,242,17,0.240264891632369,"no","",0.0295904590459046,8888
"CFTR",304,20,0.038342573515414,"no",0.0126711675677499,0.12309642734157,0.0504790415572442,0.110973602888601,231,16,0.261903810143853,"no","",0.0132763276327633,8888
"MCOLN2",336,13,0.0384019380455008,"no",-0.0331896092646463,0.17517485061511,0.0102228326412895,0.111923324354586,254,11,0.26568080164913,"no","",0.00528802880288029,8888
"SOHLH1",344,6,0.0387110893779329,"no",0.053603803194696,0.131533486100304,0.0102327066695736,0.0543044604758714,259,5,0.206968669954372,"no","",0.00585058505850585,8888
"ENPP3",336,7,0.0387237629168713,"no",0.0391191878333587,0.136920938994832,0.0329012897960915,0.042611360418828,255,3,0.0477657710030035,"no","",0.00551305130513051,8888
"OR51A2",298,8,0.0387913208192515,"no",0.00594031379679861,0.1759566166875,0.159698506203237,0.282560415263634,224,6,0.525032928185373,"no","",0.00123762376237624,8888
"DKK1",340,9,0.0392498910491652,"no",-0.0525093056966352,0.13200403226638,-0.164215067180645,0.124094155714419,256,9,0.319383729946974,"no","",0.00292529252925293,8888
