"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","MissenseDnDs","intogen_gene_role","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"OR2T4",322,11,0.01380694690263,"no",-0.196908599107959,0.193105156647692,-0.276564057792949,0.211132093188514,241,9,0.506242453733954,"no",1.77777777777778,"",0.0174236962268685,8322
"EIF5AL1",344,4,0.0138264529588783,"no",-0.218108858069476,0.426795660269992,-0.372891656271919,0.15978388167873,258,4,0.659161353952687,"no",5,"",0.00264359528959385,8322
"PPARA",340,7,0.0139295226904495,"no",-0.390383715217272,0.380612409936453,-0.529684157113184,0.218010772635073,255,4,0.840943875118122,"no",1.66666666666667,"",0.00793078586878154,8322
"FUBP1",335,9,0.0141135281769695,"no",-0.485356919098601,0.448878274288289,-0.546474128199883,0.271949701748029,250,6,0.249983319782706,"no",1.57142857142857,"CLL_LoF,LGG_LoF",0.00805094929103581,8322
"ATAD3B",323,10,0.0142328112173228,"no",-0.248897640597467,0.303586528367471,-0.495714365445678,0.207238534831223,248,4,0.303845710974242,"no",1.57142857142857,"",0.00793078586878154,8322
"WDR75",346,5,0.01445537878515,"no",-0.948209974947656,0.377989074844909,-1.34092409250385,0.36249493987544,258,3,0.474421486239491,"no",1.2,"",0.00757029560201875,8322
"DAZAP1",332,7,0.0144994441924305,"no",-0.108497783299018,0.252923259444991,-0.191219259016492,0.261462985860111,253,3,0.884992480243825,"no",3,"DLBCL_LoF",0.00372506608988224,8322
"G3BP2",337,6,0.0145107556875943,"no",-0.13681899102342,0.209252540991651,-0.221728953233645,0.125625070369772,257,4,0.121312125510715,"no",3,"",0.00684931506849315,8322
"MPZ",335,2,0.0146843634875977,"no",0.00610160422568383,0.164943920438848,-0.188878436835787,0.022206389946409,250,1,NA,NA,0.75,"",0.00252343186733958,8322
"WIPI1",337,5,0.0147508854220979,"no",-0.0143279497185156,0.157538268180877,-0.0893584484103587,0.0830767319257681,253,3,0.517197815185688,"no",2,"",0.00552751742369623,8322
"RPS6KA4",337,15,0.0148191736402058,"no",0.049008318277963,0.183486473579456,0.0498206296997277,0.247107785613446,253,9,0.120614118990589,"no",2.1,"",0.00720980533525595,8322
"KCNK3",344,10,0.0149671047613853,"no",-0.0313568635396127,0.192315346736521,-0.0598344289252268,0.0995322348623984,258,8,0.315119890782764,"no",2.4,"",0.00600817111271329,8322
"AP3M2",344,2,0.0150075524480541,"no",-0.0850952695513202,0.21475522388754,-0.231132019176733,0.0993107121970195,256,1,NA,NA,2,"",0.00576784426820476,8322
"FERMT3",334,11,0.0150413598266268,"no",0.0521699248531717,0.167930602105244,0.00109495866605545,0.202862567404062,254,7,0.715743442653346,"no",2,"",0.00973323720259553,8322
"TFEC",323,8,0.0152815910273154,"no",0.0190031694160517,0.139975672484681,0.0217615500930164,0.125307253550779,240,5,0.46510971688474,"no",3.66666666666667,"",0.009492910358087,8322
"CDC37",337,10,0.0153307384287489,"no",-0.434310528910152,0.445708748013044,-0.541240736485777,0.177534545293756,252,8,0.455606448679302,"no",3.25,"",0.00540735400144196,8322
"TCF7L2",337,13,0.0155055942322552,"no",-0.0400274180156685,0.21928398783428,-0.211084610547391,0.32059199752903,255,8,0.163265830958973,"no",2.28571428571429,"COREAD_Act,UCEC_Act",0.0132179764479692,8322
"NAT14",341,6,0.0156600234131183,"no",-0.421540706553413,0.271525261835296,-0.482564584921948,0.173174462893355,261,5,0.536485472108881,"no",1.4,"",0.000480653689017063,8322
"MCM10",328,14,0.0157176424153114,"no",-0.0647536518511491,0.159305597685423,-0.153000795409099,0.382058869469226,253,7,0.55798471006625,"no",2.5,"",0.0132179764479692,8322
"LONP1",338,10,0.015944055678467,"no",-0.56676286992999,0.456551029990077,-0.604991991165093,0.521067685869399,259,5,0.511494099052315,"no",1.1,"",0.00961307378034126,8322
"SMAP1",337,5,0.0162040586960994,"no",-0.0715649710163112,0.224038754508692,-0.174750863720056,0.077237528711194,255,3,0.545145638393749,"no",2,"",0.00504686373467916,8322
"HRH4",344,8,0.0162262273129148,"no",-0.0366604251925498,0.165043953038157,-0.000427864164161948,0.169572597404674,256,8,0.314634367879803,"no",4.5,"",0.0087719298245614,8322
"TSC1",333,13,0.0163471136640726,"no",0.0437218582663697,0.19783650223263,-0.176011426909702,0.190085164192236,257,5,6.97248680583285e-05,"yes",3.4,"BLCA_LoF,HC_LoF",0.0136986301369863,8322
"USP6NL",324,12,0.0165107883258122,"no",0.0331952781581042,0.180504795619399,-0.0336954485677085,0.156878919829285,248,7,0.424915059860967,"no",1.44444444444444,"",0.0114155251141553,8322
"ACTG1",324,5,0.0166021756569801,"no",-0.768948760690366,0.343174029352212,-0.796265749088828,0.448353898449617,246,4,0.389323338185591,"no",0.75,"",0.00660898822398462,8322
"PTPN11",348,7,0.0166443521529437,"no",-0.11116610777505,0.323358103421,-0.291351334498957,0.405660931243676,261,4,0.456665578911453,"no",1.6,"ALL_Act,AML_Act,CLL_Act,COREAD_Act,GBM_Act,LGG_Act,MM_Act,NB_Act,PIA_Act",0.0132179764479692,8322
"BTBD2",338,7,0.0166797067123361,"no",-0.0214420657716721,0.161748310398348,0.0062839835439608,0.050983334278273,257,4,0.607826753769417,"no",1.33333333333333,"",0.00624849795722182,8322
"ZBTB6",349,4,0.0167712956078034,"no",-0.048313790303915,0.274989840368491,-0.185520902205269,0.12082718012206,263,2,0.498738396943676,"no",2.5,"",0.00516702715693343,8322
"NOC2L",317,13,0.0168277940087329,"no",-0.316124442196928,0.260542969988351,-0.37849266170724,0.333938539736858,241,10,0.491792275055722,"no",1.6,"",0.00865176640230714,8322
"ZDHHC20",345,7,0.0168569460977123,"no",0.0524884199429261,0.154154562507044,0.0486162225965264,0.138614283336365,260,2,0.327176144286735,"no",4,"",0.00408555635664504,8322
"ACTL6B",332,3,0.0169701565921591,"no",-0.0723718088184081,0.163834425238981,-0.114644922594866,0.0141011142699665,250,2,0.558686534610444,"no",1,"",0.00732996875751021,8322
"ELF3",334,10,0.0171307992943111,"no",0.0585046570698285,0.144197019145344,0.0602548496620615,0.121712224439913,251,4,0.301019266692481,"no",4,"BLCA_LoF,CH_LoF",0.00853160298005287,8322
"MMP10",329,8,0.0173787023358675,"no",0.0075340073157333,0.184418333352091,-0.0384095085326066,0.117537372635084,242,7,0.688241889807692,"no",1.125,"",0.0103340543138669,8322
"TMPRSS2",338,8,0.0174338750051284,"no",-0.140786553636906,0.297997440203513,-0.243746232281064,0.208169737021862,256,5,0.430383266833733,"no",4.5,"",0.00660898822398462,8322
"SH3TC2",328,19,0.0175003712059246,"no",-0.00320850278398308,0.181738902946639,-0.0690562313432273,0.142106708397278,248,14,0.12244091072214,"no",3.14285714285714,"",0.0177841864936313,8322
"PIDD",328,12,0.0177109704601958,"no",NA,NA,NA,NA,0,0,NA,NA,3,"",0,8322
"CENPE",311,27,0.0179619674477626,"no",-0.183309505506773,0.274907078495938,-0.270304183098299,0.387262218499879,238,16,0.483224351678792,"no",2.13333333333333,"",0.0299206921413122,8322
"ATP2C2",327,13,0.0179829161278381,"no",-0.00961292450998779,0.179101103778102,0.0202610775416069,0.129880277102654,248,10,0.628949585808579,"no",1,"",0.0126171593366979,8322
"SREBF1",323,13,0.0180437993137102,"no",-0.0239431904558227,0.171434924128967,-0.0576730734229777,0.228150793571783,241,9,0.397971870004931,"no",1.23529411764706,"",0.00997356404710406,8322
"BDKRB2",333,10,0.0182434759318298,"no",-0.192398447347622,0.230315469149382,-0.212223539276956,0.327773182580922,249,6,0.290256362254122,"no",1.71428571428571,"",0.0091324200913242,8322
"BCL2",325,6,0.0184729930770577,"no",0.127410744408167,0.134024460223171,-0.229760435953255,0.637442279779311,248,1,NA,NA,0.8125,"DLBCL_Act,LY_Act",0.00300408555635664,8322
"DDX10",327,15,0.0185451029347138,"no",-0.597834998217587,0.36242345171643,-0.801921165409577,0.742732131683516,244,10,0.503657174537888,"no",4,"",0.0108147080028839,8322
"LATS1",327,16,0.0186518094039924,"no",0.0149705290313917,0.198474655465578,-0.0476386545172897,0.130164209985979,251,9,0.426643572478541,"no",2.375,"CESC_LoF,COREAD_LoF,OV_LoF,PAAD_LoF,SBCC_LoF",0.0179043499158856,8322
"SLC35E1",341,7,0.0188213658944674,"no",-0.0417186413122755,0.17586171410332,-0.0449736880604647,0.119258515479121,258,4,0.889551239403211,"no",3.33333333333333,"",0.00360490266762797,8322
"LYNX1",317,4,0.0188325662663185,"no",-0.224535907561769,0.276190417589367,-0.337644706028496,0.0711036749502107,0,0,NA,NA,1.25,"",0.00240326844508532,8322
"STK32C",339,3,0.0188725457491264,"no",0.0530352864646218,0.148250023502773,-0.179259016534428,0.175407487067137,258,1,NA,NA,0.8,"",0.00564768084595049,8322
"ABCA4",310,28,0.0189207887289644,"no",-0.0284426077320666,0.287972359706963,-0.0462671508286022,0.31547516920358,232,21,0.893219364003663,"no",1.54545454545455,"",0.032083633741889,8322
"GABRA6",330,12,0.0190472631564378,"no",NA,NA,NA,NA,251,8,0.468039256157249,"no",3.25,"",0.0205479452054795,8322
"COL9A2",344,6,0.0190823188720683,"no",0.0256298270990906,0.160138701957897,0.0502057117559675,0.10835542606798,262,4,0.786962298837402,"no",1.33333333333333,"",0.0106945445806297,8322
"DDX46",339,11,0.019335409206472,"no",-0.517082787361039,0.304505150319941,-0.629298678633716,0.181749221727657,259,6,0.496510236705221,"no",4.33333333333333,"",0.0114155251141553,8322
"DDX47",337,6,0.0193562727503614,"no",-0.777429138254392,0.481388531589657,-1.04342917576269,0.646269416121309,252,5,0.493118701387495,"no",3.5,"",0.00576784426820476,8322
"SMYD2",337,5,0.0194428618865568,"no",0.0506879014795487,0.142226315978848,-0.00355525034219086,0.108112537960535,247,4,0.670790762803074,"no",1.4,"",0.00444604662340783,8322
"RNF183",348,3,0.0195667151556151,"no",-0.0126391817207039,0.16577556265677,-0.131912642927764,0.1073397717752,261,1,NA,NA,1.33333333333333,"",0.00192261475606825,8322
"NCBP2",316,2,0.0196070534729646,"no",-0.628209802882247,0.422354330074931,-1.10403196460909,0.08496220371489,237,2,0.493003918850348,"no",1,"",0.00324441240086518,8322
"NEUROG3",355,4,0.0203574059430888,"no",-0.00279053916495726,0.179005648769571,-0.207568219661181,0.082645072995918,266,3,0.524440964906083,"no",1,"",0.00468637346791637,8322
"CORO7",327,21,0.0204454616157614,"no",-0.0672428512093041,0.234458674577534,-0.092927761717328,0.159999874994178,245,14,0.359698941758691,"no",4,"",0.0098534006248498,8322
"GNL2",342,8,0.0207194092646652,"no",-0.569351045236733,0.281442109110135,-0.664552554225437,0.304225798359241,259,5,0.489341376265745,"no",2.5,"",0.00973323720259553,8322
"LPAR3",330,11,0.0207384063431355,"no",0.0197012018018153,0.140701641085438,-0.0515700343721028,0.125981921675742,248,9,0.371783063040228,"no",1.71428571428571,"",0.00732996875751021,8322
"SLC47A2",328,9,0.0207573397323221,"no",0.0608843254688241,0.163236549053805,0.0201657475073939,0.104125499408566,249,5,0.907418725822479,"no",1.85714285714286,"",0.00660898822398462,8322
"PAX3",340,14,0.0207835112100017,"no",0.00517631864649692,0.195662976493489,-0.0136702793041661,0.198263361839765,256,9,0.449044491636044,"no",3,"",0.0129776496034607,8322
"ANKK1",329,13,0.020792245124115,"no",-0.0153662900871409,0.184925696494893,-0.0781845011924521,0.20272199221599,244,11,0.227051102562136,"no",2,"",0.0106945445806297,8322
"DSP",295,36,0.0208988032473937,"no",0.06962463312308,0.169885224216465,0.0452731842296289,0.173688881042881,224,28,0.538560776886047,"no",2.09090909090909,"",0.0424176880557558,8322
"C1QL1",343,8,0.0209762989334808,"no",-0.0726469094359782,0.16739787090741,-0.118604414838511,0.129827793044336,260,6,0.900174151911719,"no",3,"",0.00240326844508532,8322
"ATM",285,43,0.0210933263685277,"no",-0.0123025369196362,0.186167185597198,-0.0373332551074899,0.173345989683084,216,30,0.145692553336647,"no",4.33333333333333,"BLCA_LoF,BRCA_LoF,CH_LoF,CLL_LoF,COREAD_LoF,ESCA_LoF,HC_LoF,HGG_LoF,LUAD_LoF,MM_LoF,NB_LoF,NSCLC_LoF,PAAD_LoF,PAIS_LoF,PRAD_LoF,RCCC_LoF,SCLC_LoF,ST_LoF,THCA_LoF,UCEC_LoF",0.0404950732996876,8322
"RAB11A",350,2,0.0212904005159427,"no",-0.078045333177248,0.212601628084202,-0.20256618108417,0.155592009464552,264,1,NA,NA,1,"",0.00288392213410238,8322
"LAMA5",254,65,0.0214160418681759,"no",-0.0628514706437666,0.159746865764611,-0.0836477796964843,0.178777932658923,197,45,0.753919437237303,"no",2,"",0.0318433068973804,8322
"NFAT5",327,18,0.0214531474467645,"no",0.0325606214181775,0.132778452525605,-0.0344473627937067,0.137795647767721,248,13,0.577765571235288,"no",2.1,"",0.0134583032924778,8322
"ITGB7",340,10,0.0216105528433857,"no",-0.0813883627464459,0.217478051982489,-0.0966535919137333,0.25453252494278,259,9,0.0593889487827519,"no",1.71428571428571,"",0.00757029560201875,8322
"LEFTY2",336,7,0.0216790512429439,"no",-0.158466365419931,0.386402646846552,-0.305543564202313,0.467125517267869,251,4,0.298642309897791,"no",3,"",0.00396539293439077,8322
"VRK3",349,8,0.0217801929426872,"no",0.0351306460049352,0.249320811242277,0.0302973407038357,0.145434608237403,261,7,0.365023072172574,"no",1.5,"",0.00624849795722182,8322
"NRBF2",352,4,0.0218136067487645,"no",0.0144052143256766,0.168982722265055,-0.0226474955126039,0.170224474083432,263,3,0.508246054887436,"no",8,"",0.00396539293439077,8322
"GRIK3",330,23,0.0219371678250425,"no",0.0229372433962343,0.150304854344169,0.00902927749730161,0.144940293542999,248,18,0.58656230660642,"no",2.72727272727273,"",0.0249939918288873,8322
"SAE1",346,7,0.021946757552519,"no",-0.154040635005601,0.282277046978195,-0.395908611518623,0.280717901097985,259,4,0.495771051140989,"no",3.33333333333333,"",0.00432588320115357,8322
"GPN3",348,4,0.0227742881415159,"no",-0.425515010552431,0.367563389030327,-1.0289308367365,0.582721785571628,262,3,0.497163428259355,"no",6,"",0.00288392213410238,8322
"UBR5",283,38,0.0229182372984772,"no",-0.262736165927175,0.282440917300577,-0.341471407449583,0.219620099038814,213,25,0.49813333474826,"no",3.92857142857143,"CM_ambiguous,DLBCL_ambiguous,MM_ambiguous,RCH_ambiguous",0.032083633741889,8322
"WBP2",335,5,0.0232152790059022,"no",0.00478226182819505,0.152673530864375,0.00304273837730762,0.131141546292701,254,4,0.196791299530197,"no",3,"",0.00288392213410238,8322
"SGCG",346,4,0.0237093972246972,"no",0.08423156277669,0.113787085114006,0.108757706080155,0.0602934491357366,259,3,0.167662715094972,"no",2,"",0.00660898822398462,8322
"S1PR5",337,9,0.0239401479829597,"no",0.0612543302531145,0.194026113945372,0.107989038615905,0.189948459734715,257,4,0.756297179563645,"no",2,"",0.00468637346791637,8322
"ABCB8",332,3,0.023960106405484,"no",-0.0258250768721956,0.188693236951955,-0.068492508697711,0.0205382597623104,250,2,0.325628054216276,"no",0.555555555555556,"",0.0106945445806297,8322
"CEACAM1",345,10,0.0242105363261384,"no",-0.0353185717682978,0.184860185516504,0.0143890053058085,0.103301050318816,261,5,0.60537950845637,"no",0.631578947368421,"",0.00672915164623888,8322
"ARG2",350,2,0.0242521828442951,"no",0.0677995424499174,0.143513927619086,0.12096706435436,0.0296426138300035,264,1,NA,NA,1.5,"",0.00432588320115357,8322
"GNAS",272,46,0.0245750977735257,"no",-0.0242669676667258,0.22989883501083,-0.0414829752752158,0.247939332726836,213,28,0.861164647234862,"no",7,"ACC_Act,BCNET_Act,BRCA_Act,CH_Act,COREAD_Act,ESCA_Act,HC_Act,MBL_Act,PAAD_Act",0.0223503965392934,8322
"STAT6",338,8,0.0247273598144305,"no",-0.0648256466400319,0.208347454312811,-0.132899305349686,0.173049391452395,254,7,0.322953221252372,"no",1.28571428571429,"DLBCL_Act,NHLY_Act",0.00937274693583273,8322
"BRIX1",313,4,0.0250135012836377,"no",-0.282761846765936,0.262214738275578,-0.620918377473216,0.178072799472894,231,4,0.500883176207344,"no",2.5,"",0.0042057197788993,8322
"POLN",331,6,0.0250245191308413,"no",0.0521029509139001,0.143832544811208,-0.00737916169610775,0.0917091631650156,248,4,0.6626163200082,"no",1.5,"",0.0115356885364095,8322
"MCHR1",343,4,0.0252842959392775,"no",-0.0187350345440235,0.347185643548308,-0.207492898652552,0.257703250719566,260,3,0.763286462881868,"no",1,"",0.00793078586878154,8322
"PILRB",320,2,0.0253859080526037,"no",0.152090596789183,0.174915299708454,0.142368920546672,0.0494318388034475,243,0,NA,NA,3,"",0.00336457582311944,8322
"CDK11B",313,8,0.0253977306328246,"no",-0.614098400364567,0.345614985710113,-0.611978989076623,0.352563654606762,0,0,NA,NA,1.125,"",0.00732996875751021,8322
"CDK9",346,5,0.0257295310074191,"no",-0.160104268587201,0.186865151105546,-0.360097166364247,0.12555923397924,259,3,0.479177125982607,"no",3.5,"",0.00516702715693343,8322
"TRPM6",311,34,0.0258858035189601,"no",-0.0426573261324514,0.182336143706442,-0.0734589699354841,0.178918832718835,240,21,0.633162227594155,"no",4.2,"",0.0364095169430425,8322
"KCTD15",342,6,0.025889438709143,"no",-0.00542434689371894,0.150190810676495,-0.0537150024773821,0.106891647132716,263,4,0.351950003402179,"no",1.75,"",0.00360490266762797,8322
"KIF17",324,24,0.0259847316881304,"no",0.0116953885395321,0.134789003826434,-0.0070446358798532,0.0979063569964417,246,19,0.411687402825035,"no",3.625,"",0.0198269646719539,8322
"CDX2",341,4,0.0262189466961352,"no",0.0985928529789538,0.153028694730551,-0.0797755992045023,0.167320927744059,258,3,0.430483355374316,"no",0.714285714285714,"ESCA_Act",0.00396539293439077,8322
"GJB2",338,4,0.0263556376762485,"no",-0.00717511684891421,0.128644158917957,-0.0942863240056216,0.0640708668488475,254,2,0.56470243428822,"no",5,"",0.00360490266762797,8322
"TBX4",328,12,0.0264214192969758,"no",-0.055294095935286,0.20389049732799,-0.179990693720418,0.128263283895993,248,4,0.27266511932299,"no",2,"",0.0111751982696467,8322
"GTF2H2",336,2,0.0264363621421431,"no",-0.0329511298293895,0.239875300693901,-0.147363998307041,0.00641761015783249,254,1,NA,NA,1,"",0.00108147080028839,8322
"MSI2",337,5,0.0264551880082392,"no",-0.00222871504120101,0.172597235181332,0.0641683350562856,0.32767050154282,253,4,0.605867761724472,"no",1.5,"NB_ambiguous",0.00432588320115357,8322
"UBE2F",345,4,0.0268616422406226,"no",-0.00991235719667042,0.176349332391432,0.0178678831944504,0.0312074563747449,259,2,0.283292327194596,"no",5,"",0.00216294160057678,8322
"SRSF7",341,5,0.0269047391036437,"no",-0.455818579044781,0.340628375081216,-0.602806508153607,0.289123213517155,257,1,NA,NA,6,"",0.0045662100456621,8322
"RREB1",315,26,0.0270152352696647,"no",-0.108136848626061,0.228613352839218,-0.163508776877365,0.185854610996499,242,18,0.731027351208059,"no",1.93333333333333,"",0.0199471280942081,8322
"SF3B4",324,5,0.0270752764605948,"no",-0.855669268795009,0.462650703875561,-1.26596502008342,0.583907757225272,242,3,0.500355098212127,"no",1.5,"",0.00636866137947609,8322
"RING1",345,7,0.0271869673975162,"no",-0.0379935953991049,0.178679060315574,-0.114523955458034,0.175743736325298,261,7,0.18250004684203,"no",1.5,"",0.00648882480173035,8322
"ADAMTS10",336,14,0.0273919093485567,"no",-0.0552708373169434,0.154634799766894,-0.157841662682042,0.17272475302226,255,10,0.598941417990539,"no",1.1875,"",0.0164623888488344,8322
"GDPD3",352,4,0.0273972117187961,"no",0.0612090859634108,0.155648400029551,0.0186028838522316,0.240853332558156,268,0,NA,NA,1.66666666666667,"",0.00576784426820476,8322
"RAB28",342,2,0.0277690633481388,"no",-0.118848234285913,0.22121037312285,-0.249384179186144,0.131518353202764,253,2,0.5670135639957,"no",1.5,"",0.00348473924537371,8322
"DNMT3B",327,17,0.0280441795315754,"no",-0.115358803278449,0.260353623641936,-0.169084194642375,0.470567243991891,248,9,0.3160618801146,"no",1.83333333333333,"",0.0162220620043259,8322
"DHX38",327,19,0.0281930770100043,"no",-0.712511227398197,0.32270703474556,-0.787744898250802,0.323224509422734,250,14,0.84327865631455,"no",2.36363636363636,"",0.0147801009372747,8322
"GPR88",341,6,0.0283852223984474,"no",0.00396324787389821,0.180247503484998,-0.0715308124565253,0.240804050187204,255,4,0.659876937743208,"no",1.33333333333333,"",0.00180245133381399,8322
"NEK2",339,3,0.0285192891817978,"no",-0.0892366970927701,0.237835133044982,-0.337140089906955,0.236607967514188,255,0,NA,NA,3,"",0.00696947849074742,8322
"FUK",323,22,0.0285575514024664,"no",-0.0579001900162343,0.211953408455859,-0.0797200900836414,0.27548054455466,249,12,0.394460449274523,"no",3.57142857142857,"",0.0104542177361211,8322
"POLA2",335,5,0.0286265073829968,"no",-0.290318804677108,0.31719241647818,-0.580562168740045,0.237987189429964,247,5,0.472632577321906,"no",0.875,"",0.00600817111271329,8322
"JUP",340,15,0.0286319561921354,"no",0.0138844006856514,0.114216097541411,-0.0056164048511147,0.207239484881762,256,11,0.166852889452984,"no",1.7,"",0.0124969959144436,8322
